year,unitid,inst_name,state_abbr,years_after_entry,earnings_mean,earnings_sd,earnings_greater_than_25k_pct,earnings_med,earnings_pct10,earnings_pct25,earnings_pct75,earnings_pct90,earnings_lowinc_mean,earnings_midinc_mean,earnings_highinc_mean,earnings_dep_lowinc_mean,earnings_dep_mean,earnings_ind_mean,earnings_female_mean,earnings_male_mean
"2014","442958","Blue Water College of Cosmetology Inc","MI","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","442958","Blue Water College of Cosmetology Inc","MI","8","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","442958","Blue Water College of Cosmetology Inc","MI","6","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","169071","Cadillac Institute of Cosmetology","MI","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","169071","Cadillac Institute of Cosmetology","MI","8","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","169071","Cadillac Institute of Cosmetology","MI","6","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","169080","Calvin College","MI","10","48700","32100","","44800","","28700","63200","","45700","45900","50500","","48900","45900","40300","58500"
"2014","169080","Calvin College","MI","8","45300","25500","","41800","","28000","61000","","","","","","","","",""
"2014","169080","Calvin College","MI","6","38900","22600","","36200","","23600","51900","","31600","35500","41400","","Suppressed data","Suppressed data","36600","41400"
"2014","169099","Calvin Theological Seminary","MI","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","169099","Calvin Theological Seminary","MI","8","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","169099","Calvin Theological Seminary","MI","6","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","454306","Career Quest Learning Centers Inc-Jackson","MI","10","28900","20500","","24000","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","454306","Career Quest Learning Centers Inc-Jackson","MI","8","21800","15600","","18500","","10500","31300","","","","","","","","",""
"2014","454306","Career Quest Learning Centers Inc-Jackson","MI","6","19200","13400","","17000","","8900","27100","","18000","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","446136","Career Quest Learning Centers Inc-Lansing","MI","10","28900","20500","","24000","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","446136","Career Quest Learning Centers Inc-Lansing","MI","8","21800","15600","","18500","","10500","31300","","","","","","","","",""
"2014","446136","Career Quest Learning Centers Inc-Lansing","MI","6","19200","13400","","17000","","8900","27100","","18000","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","169187","Carnegie Institute","MI","10","37800","28900","","32100","","16700","52400","","33400","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","169187","Carnegie Institute","MI","8","35300","25000","","31200","","16500","48800","","","","","","","","",""
"2014","169187","Carnegie Institute","MI","6","34000","29600","","29400","","17500","45300","","29800","37500","37400","","29600","35200","Suppressed data","Suppressed data"
"2014","169248","Central Michigan University","MI","10","46200","33600","","41900","","27900","58800","","40100","45700","49000","","46300","45800","40900","53100"
"2014","169248","Central Michigan University","MI","8","42400","29100","","38500","","25800","53300","","","","","","","","",""
"2014","169248","Central Michigan University","MI","6","37600","28800","","34100","","22300","46900","","33000","38000","39200","","36300","45500","34500","41400"
"2014","169327","Cleary University","MI","10","59500","42000","","53600","","32000","74900","","41200","59600","67900","","Suppressed data","Suppressed data","50100","77000"
"2014","169327","Cleary University","MI","8","52000","32200","","49000","","30400","67200","","","","","","","","",""
"2014","169327","Cleary University","MI","6","46700","30800","","44700","","26400","59300","","33700","48100","55900","","36300","50700","44200","50100"
"2014","169442","College for Creative Studies","MI","10","50700","39700","","44100","","22800","74500","","46400","51000","52600","","49600","55100","41800","55600"
"2014","169442","College for Creative Studies","MI","8","42500","28700","","39500","","21700","57000","","","","","","","","",""
"2014","169442","College for Creative Studies","MI","6","37100","24700","","32800","","17500","52700","","36800","36400","37600","","36500","41100","31600","42300"
"2014","170037","Cornerstone University","MI","10","40800","31800","","35400","","19500","53900","","30000","42900","44700","","38400","43200","33900","51500"
"2014","170037","Cornerstone University","MI","8","37500","25500","","34500","","19600","49900","","","","","","","","",""
"2014","170037","Cornerstone University","MI","6","37500","29300","","32900","","19400","47500","","27300","38600","42800","","28800","46300","32900","44400"
"2014","169479","Davenport University","MI","10","35400","26900","","30700","","16300","48100","","28300","39900","47700","","35800","35300","31800","46000"
"2014","169479","Davenport University","MI","8","34000","24500","","29800","","16400","46600","","","","","","","","",""
"2014","169479","Davenport University","MI","6","35100","26000","","31400","","17600","46900","","27900","39900","45300","","34200","35400","31000","42500"
"2014","169503","David Pressley School of Cosmetology","MI","10","21400","19200","","15300","","7900","26900","","23100","Suppressed data","Suppressed data","","20600","22400","Suppressed data","Suppressed data"
"2014","169503","David Pressley School of Cosmetology","MI","8","22300","16100","","18700","","10500","32600","","","","","","","","",""
"2014","169503","David Pressley School of Cosmetology","MI","6","21000","19100","","17000","","8800","27200","","19000","20000","24800","","20000","22500","Suppressed data","Suppressed data"
"2014","169521","Delta College","MI","10","34600","26500","","30300","","16300","47300","","29900","38200","43800","","36300","32800","30700","40300"
"2014","169521","Delta College","MI","8","31500","22200","","27100","","15600","43300","","","","","","","","",""
"2014","169521","Delta College","MI","6","28200","20900","","24700","","13900","37800","","24900","32900","33700","","27400","29100","24400","32900"
"2014","169576","Detroit Business Institute-Downriver","MI","10","23100","15200","","20300","","12600","30800","","22800","Suppressed data","Suppressed data","","23900","22900","Suppressed data","Suppressed data"
"2014","169576","Detroit Business Institute-Downriver","MI","8","21800","16100","","19700","","12000","28900","","","","","","","","",""
"2014","169576","Detroit Business Institute-Downriver","MI","6","20600","14200","","18600","","10100","28200","","19700","Suppressed data","Suppressed data","","20700","20600","Suppressed data","Suppressed data"
"2014","482510","DeVry University-Michigan","MI","10","50300","37800","","44100","","25600","67500","","41700","52500","63600","","47100","52400","42500","54600"
"2014","482510","DeVry University-Michigan","MI","8","43200","32000","","37900","","21600","57600","","","","","","","","",""
"2014","482510","DeVry University-Michigan","MI","6","37600","28600","","32600","","18100","50700","","29700","41500","50900","","32100","40000","32900","40700"
"2014","483504","Dorsey Business Schools-Dearborn","MI","10","24700","17500","","22700","","12100","34100","","23000","28300","28300","","27100","24100","24200","30300"
"2014","483504","Dorsey Business Schools-Dearborn","MI","8","22700","15000","","21300","","11500","31600","","","","","","","","",""
"2014","483504","Dorsey Business Schools-Dearborn","MI","6","21400","14200","","19600","","11200","29300","","19800","24600","26400","","19900","21900","21100","23300"
"2014","455549","Dorsey Business Schools-Farmington Hills","MI","10","24700","17500","","22700","","12100","34100","","23000","28300","28300","","27100","24100","24200","30300"
"2014","455549","Dorsey Business Schools-Farmington Hills","MI","8","22700","15000","","21300","","11500","31600","","","","","","","","",""
"2014","455549","Dorsey Business Schools-Farmington Hills","MI","6","21400","14200","","19600","","11200","29300","","19800","24600","26400","","19900","21900","21100","23300"
"2014","481599","Dorsey Business Schools-Lansing","MI","10","24700","17500","","22700","","12100","34100","","23000","28300","28300","","27100","24100","24200","30300"
"2014","481599","Dorsey Business Schools-Lansing","MI","8","22700","15000","","21300","","11500","31600","","","","","","","","",""
"2014","481599","Dorsey Business Schools-Lansing","MI","6","21400","14200","","19600","","11200","29300","","19800","24600","26400","","19900","21900","21100","23300"
"2014","169734","Dorsey Business Schools-Madison Heights","MI","10","24700","17500","","22700","","12100","34100","","23000","28300","28300","","27100","24100","24200","30300"
"2014","169734","Dorsey Business Schools-Madison Heights","MI","8","22700","15000","","21300","","11500","31600","","","","","","","","",""
"2014","169734","Dorsey Business Schools-Madison Heights","MI","6","21400","14200","","19600","","11200","29300","","19800","24600","26400","","19900","21900","21100","23300"
"2014","455558","Dorsey Business Schools-Roseville Culinary Academy","MI","10","24700","17500","","22700","","12100","34100","","23000","28300","28300","","27100","24100","24200","30300"
"2014","455558","Dorsey Business Schools-Roseville Culinary Academy","MI","8","22700","15000","","21300","","11500","31600","","","","","","","","",""
"2014","455558","Dorsey Business Schools-Roseville Culinary Academy","MI","6","21400","14200","","19600","","11200","29300","","19800","24600","26400","","19900","21900","21100","23300"
"2014","250744","Dorsey Business Schools-Roseville","MI","10","24700","17500","","22700","","12100","34100","","23000","28300","28300","","27100","24100","24200","30300"
"2014","250744","Dorsey Business Schools-Roseville","MI","8","22700","15000","","21300","","11500","31600","","","","","","","","",""
"2014","250744","Dorsey Business Schools-Roseville","MI","6","21400","14200","","19600","","11200","29300","","19800","24600","26400","","19900","21900","21100","23300"
"2014","460482","Dorsey Business Schools-Saginaw","MI","10","24700","17500","","22700","","12100","34100","","23000","28300","28300","","27100","24100","24200","30300"
"2014","460482","Dorsey Business Schools-Saginaw","MI","8","22700","15000","","21300","","11500","31600","","","","","","","","",""
"2014","460482","Dorsey Business Schools-Saginaw","MI","6","21400","14200","","19600","","11200","29300","","19800","24600","26400","","19900","21900","21100","23300"
"2014","169761","Dorsey Business Schools-Southgate","MI","10","24700","17500","","22700","","12100","34100","","23000","28300","28300","","27100","24100","24200","30300"
"2014","169761","Dorsey Business Schools-Southgate","MI","8","22700","15000","","21300","","11500","31600","","","","","","","","",""
"2014","169761","Dorsey Business Schools-Southgate","MI","6","21400","14200","","19600","","11200","29300","","19800","24600","26400","","19900","21900","21100","23300"
"2014","458380","Dorsey Business Schools-Waterford Pontiac","MI","10","24700","17500","","22700","","12100","34100","","23000","28300","28300","","27100","24100","24200","30300"
"2014","458380","Dorsey Business Schools-Waterford Pontiac","MI","8","22700","15000","","21300","","11500","31600","","","","","","","","",""
"2014","458380","Dorsey Business Schools-Waterford Pontiac","MI","6","21400","14200","","19600","","11200","29300","","19800","24600","26400","","19900","21900","21100","23300"
"2014","247153","Dorsey Business Schools-Wayne","MI","10","24700","17500","","22700","","12100","34100","","23000","28300","28300","","27100","24100","24200","30300"
"2014","247153","Dorsey Business Schools-Wayne","MI","8","22700","15000","","21300","","11500","31600","","","","","","","","",""
"2014","247153","Dorsey Business Schools-Wayne","MI","6","21400","14200","","19600","","11200","29300","","19800","24600","26400","","19900","21900","21100","23300"
"2014","261436","Douglas J Aveda Institute","MI","10","27800","22200","","24200","","11500","38100","","25300","25100","31400","","27500","28300","Suppressed data","Suppressed data"
"2014","261436","Douglas J Aveda Institute","MI","8","26000","17200","","23600","","12600","36000","","","","","","","","",""
"2014","261436","Douglas J Aveda Institute","MI","6","23200","14700","","21500","","12400","31000","","21500","25600","22900","","22700","23800","Suppressed data","Suppressed data"
"2014","169798","Eastern Michigan University","MI","10","43900","31400","","39300","","25000","55800","","40200","44000","46500","","43400","44800","38200","51200"
"2014","169798","Eastern Michigan University","MI","8","40100","30700","","36700","","22200","51600","","","","","","","","",""
"2014","169798","Eastern Michigan University","MI","6","35300","23600","","32000","","19500","46700","","33000","35900","37300","","32800","40400","32900","38400"
"2014","169284","Empire Beauty School-Michigan","MI","10","19900","15200","","16500","","8100","28000","","17600","21200","22300","","21400","17800","Suppressed data","Suppressed data"
"2014","169284","Empire Beauty School-Michigan","MI","8","21300","24300","","17200","","9200","28200","","","","","","","","",""
"2014","169284","Empire Beauty School-Michigan","MI","6","16900","11800","","15000","","7800","23900","","15400","18800","19400","","18200","15900","17100","14900"
"2014","440369","Everest Institute-Dearborn","MI","10","24000","17000","","22000","","11800","33000","","22400","29500","27800","","25700","23500","23100","28500"
"2014","440369","Everest Institute-Dearborn","MI","8","22700","16100","","20300","","11400","31300","","","","","","","","",""
"2014","440369","Everest Institute-Dearborn","MI","6","19900","14700","","17000","","9900","27800","","18600","25200","27500","","19800","20000","18900","23500"
"2014","444237","Everest Institute-Detroit","MI","10","24000","17000","","22000","","11800","33000","","22400","29500","27800","","25700","23500","23100","28500"
"2014","444237","Everest Institute-Detroit","MI","8","22700","16100","","20300","","11400","31300","","","","","","","","",""
"2014","444237","Everest Institute-Detroit","MI","6","19900","14700","","17000","","9900","27800","","18600","25200","27500","","19800","20000","18900","23500"
"2014","170046","Everest Institute-Grand Rapids","MI","10","25500","17100","","23700","","13600","33900","","23900","28500","27500","","25400","25500","24700","33800"
"2014","170046","Everest Institute-Grand Rapids","MI","8","23000","16600","","21400","","11600","31200","","","","","","","","",""
"2014","170046","Everest Institute-Grand Rapids","MI","6","20800","14300","","18500","","10600","28700","","19300","25100","25000","","20800","20900","20300","24300"
"2014","373890","Everest Institute-Kalamazoo","MI","10","25500","17100","","23700","","13600","33900","","23900","28500","27500","","25400","25500","24700","33800"
"2014","373890","Everest Institute-Kalamazoo","MI","8","23000","16600","","21400","","11600","31200","","","","","","","","",""
"2014","373890","Everest Institute-Kalamazoo","MI","6","20800","14300","","18500","","10600","28700","","19300","25100","25000","","20800","20900","20300","24300"
"2014","171322","Everest Institute-Southfield","MI","10","24000","17000","","22000","","11800","33000","","22400","29500","27800","","25700","23500","23100","28500"
"2014","171322","Everest Institute-Southfield","MI","8","22700","16100","","20300","","11400","31300","","","","","","","","",""
"2014","171322","Everest Institute-Southfield","MI","6","19900","14700","","17000","","9900","27800","","18600","25200","27500","","19800","20000","18900","23500"
"2014","169910","Ferris State University","MI","10","49600","32400","","44500","","28000","65300","","46000","48300","52800","","49900","48700","42100","56000"
"2014","169910","Ferris State University","MI","8","46100","29800","","41300","","27000","59700","","","","","","","","",""
"2014","169910","Ferris State University","MI","6","40300","25200","","36500","","22700","53400","","35800","40500","43500","","39100","43500","34900","45100"
"2014","172440","Finlandia University","MI","10","38700","40600","","32400","","18000","48800","","32300","42900","42500","","40100","35400","37200","41100"
"2014","172440","Finlandia University","MI","8","34600","22600","","30400","","17600","49600","","","","","","","","",""
"2014","172440","Finlandia University","MI","6","29300","20700","","26800","","13500","42100","","27800","29500","30800","","28200","32800","27000","33100"
"2014","169947","Flint Institute of Barbering Inc","MI","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","169947","Flint Institute of Barbering Inc","MI","8","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","169947","Flint Institute of Barbering Inc","MI","6","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","455062","French Academy of Cosmetology","MI","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","455062","French Academy of Cosmetology","MI","8","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","455062","French Academy of Cosmetology","MI","6","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","451282","Gallery College of Beauty","MI","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","451282","Gallery College of Beauty","MI","8","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","451282","Gallery College of Beauty","MI","6","16800","12400","","14800","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","169974","Glen Oaks Community College","MI","10","32100","26100","","28500","","15500","43300","","27800","36000","38900","","34600","30100","29300","38500"
"2014","169974","Glen Oaks Community College","MI","8","29900","22200","","27200","","15400","40800","","","","","","","","",""
"2014","169974","Glen Oaks Community College","MI","6","27400","17600","","26000","","14000","37400","","24900","Suppressed data","Suppressed data","","27400","27400","24500","32800"
"2014","169992","Gogebic Community College","MI","10","32400","23000","","28500","","15800","44000","","29400","35600","32000","","33000","31100","27700","37900"
"2014","169992","Gogebic Community College","MI","8","31200","22800","","28200","","14700","41700","","","","","","","","",""
"2014","169992","Gogebic Community College","MI","6","28900","21000","","24700","","13300","39700","","24100","31700","35000","","29400","28300","25300","33900"
"2014","170000","Grace Bible College","MI","10","30500","18800","","28600","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","170000","Grace Bible College","MI","8","31800","18200","","31100","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","170000","Grace Bible College","MI","6","27500","15600","","23800","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","170055","Grand Rapids Community College","MI","10","34400","23600","","31300","","17700","46000","","30500","36900","40400","","35600","33000","30200","39300"
"2014","170055","Grand Rapids Community College","MI","8","31500","21700","","29000","","16500","41900","","","","","","","","",""
"2014","170055","Grand Rapids Community College","MI","6","27300","18000","","25200","","14300","37000","","23900","30100","33000","","27500","26900","23800","30500"
"2014","170082","Grand Valley State University","MI","10","47200","32900","","42800","","28200","60100","","44900","46000","48800","","47300","46400","41900","55100"
"2014","170082","Grand Valley State University","MI","8","42800","27700","","39500","","26900","54600","","","","","","","","",""
"2014","170082","Grand Valley State University","MI","6","37700","22200","","35300","","23500","48500","","36000","37300","38600","","37500","39200","34600","42000"
"2014","170091","Great Lakes Christian College","MI","10","30000","17400","","29400","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","170091","Great Lakes Christian College","MI","8","26600","17300","","24600","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","170091","Great Lakes Christian College","MI","6","20700","14700","","19600","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","170240","Henry Ford Community College","MI","10","35700","26700","","31400","","15800","49500","","31600","39900","42600","","35800","35700","32400","40900"
"2014","170240","Henry Ford Community College","MI","8","32200","24300","","27900","","14300","44500","","","","","","","","",""
"2014","170240","Henry Ford Community College","MI","6","28600","22000","","23900","","13100","39800","","25200","32700","37100","","27100","30100","26400","31500"
"2014","168555","Hillsdale Beauty College","MI","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","168555","Hillsdale Beauty College","MI","8","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","168555","Hillsdale Beauty College","MI","6","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
